TPI,ART Link Max,ART Link Mid,Base Infectivity,Infmrl Condoms Late,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,PreART Link Max,PreART Link Mid,PreART Link Min,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Swaziland: Infmrl Condoms Late,Swaziland: LOW Risk,Swaziland: Trns Condoms Late,Trns Condom Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,Male_To_Female_Relative_Infectivity_Multipliers,Nodes.0.Society.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,Nodes.0.Society.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,Nodes.0.Society.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_ART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Max,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_MidYear,[BUILDER] Actual_IndividualIntervention_Config__KP_PreART_Link.Ramp_Min,[BUILDER] Society__KP_Defaults.INFORMAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.MARITAL.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.MARITAL.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Defaults.TRANSITORY.Pair_Formation_Parameters.Formation_Rate_Constant,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Mid,[BUILDER] Society__KP_Defaults.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Rate,[BUILDER] Society__KP_Swaziland.INFORMAL.Relationship_Parameters.Condom_Usage_Probability.Max,[BUILDER] Society__KP_Swaziland.TRANSITORY.Relationship_Parameters.Condom_Usage_Probability.Max
124,0.951582754,2010.68998,0.002327207,0.423710805,0.001551162,1992.537057,3.003140671,0.214822856,2001.902369,2.388320813,0.000468725,0.807510675,1995.733114,0.002968946,1982.440403,0.307117382,16.32140478,0.042806522,17.52510828,0.345201563,0.726686253,0.098992633,0.70192813,1996.551044,2.996508762,0.000136986,"[4.9392006153357695, 4.9392006153357695, 2.824361366181971]",0.001551162,0.345201563,1992.537057,3.003140671,0.000468725,0.214822856,2001.902369,2.388320813,0.000136986,0.098992633,1996.551044,2.996508762,0.951582754,2010.68998,0.807510675,1995.733114,0.002968946,0.001551162,0.423710805,1992.537057,3.003140671,0.000468725,0.214822856,2001.902369,2.388320813,0.000136986,0.70192813,1996.551044,2.996508762,0.345201563,0.098992633
125,0.95545351,2010.856621,0.00232521,0.437446397,0.00157822,1992.694867,3.018958141,0.220115506,2001.845564,2.628399778,0.000519731,0.776646967,1993.915658,0,1983.193768,0.300608826,16.27430505,0.04,17.67390389,0.306906824,0.720898775,0.105427456,0.675994392,1997.129923,3.163879268,0.000136986,"[4.8855931630626035, 4.8855931630626035, 2.6806515299199063]",0.00157822,0.306906824,1992.694867,3.018958141,0.000519731,0.220115506,2001.845564,2.628399778,0.000136986,0.105427456,1997.129923,3.163879268,0.95545351,2010.856621,0.776646967,1993.915658,0,0.00157822,0.437446397,1992.694867,3.018958141,0.000519731,0.220115506,2001.845564,2.628399778,0.000136986,0.675994392,1997.129923,3.163879268,0.306906824,0.105427456
126,0.955377068,2010.234693,0.00235,0.431525329,0.001521619,1992.485003,3.180558081,0.22706461,2001.739402,2.560338338,0.000407332,0.851701692,1996.5112,0.031863335,1982.834059,0.279544775,16.2536687,0.046086906,17.43620795,0.356250282,0.703950818,0.093421251,0.749705413,1997.875122,3.217757107,0.000136986,"[5.298612287706976, 5.298612287706976, 2.9434998766003915]",0.001521619,0.356250282,1992.485003,3.180558081,0.000407332,0.22706461,2001.739402,2.560338338,0.000136986,0.093421251,1997.875122,3.217757107,0.955377068,2010.234693,0.851701692,1996.5112,0.031863335,0.001521619,0.431525329,1992.485003,3.180558081,0.000407332,0.22706461,2001.739402,2.560338338,0.000136986,0.749705413,1997.875122,3.217757107,0.356250282,0.093421251
127,0.951249692,2010.814513,0.002319808,0.385781746,0.00132817,1992.597517,2.947949918,0.193108887,2001.435857,2.468532851,0.000595644,0.792507194,1997.115275,0.012494961,1982.747708,0.322382095,16.79707313,0.04,18.0443645,0.341457745,0.699768714,0.140614105,0.678196991,1997.244026,3.159491056,0.000150232,"[4.904504095237561, 4.904504095237561, 3.2445400296470215]",0.00132817,0.341457745,1992.597517,2.947949918,0.000595644,0.193108887,2001.435857,2.468532851,0.000150232,0.140614105,1997.244026,3.159491056,0.951249692,2010.814513,0.792507194,1997.115275,0.012494961,0.00132817,0.385781746,1992.597517,2.947949918,0.000595644,0.193108887,2001.435857,2.468532851,0.000150232,0.678196991,1997.244026,3.159491056,0.341457745,0.140614105
128,0.953269913,2010.864275,0.002336824,0.415834292,0.00145392,1992.466961,3.081799794,0.21196711,2001.877205,2.451510865,0.000462396,0.80004275,1995.993582,0.004410963,1982.287783,0.305937592,16.26739699,0.042569252,17.48674651,0.330577623,0.723692619,0.102816143,0.70641245,1996.709834,2.993720644,0.000137163,"[4.8960956320866655, 4.8960956320866655, 2.811962631904475]",0.00145392,0.330577623,1992.466961,3.081799794,0.000462396,0.21196711,2001.877205,2.451510865,0.000137163,0.102816143,1996.709834,2.993720644,0.953269913,2010.864275,0.80004275,1995.993582,0.004410963,0.00145392,0.415834292,1992.466961,3.081799794,0.000462396,0.21196711,2001.877205,2.451510865,0.000137163,0.70641245,1996.709834,2.993720644,0.330577623,0.102816143
129,0.945062332,2010.345922,0.00235,0.438303526,0.001458995,1992.739112,3.11130766,0.251579242,2002.041965,2.729126724,0.000448961,0.853198135,1995.795716,0,1983.959066,0.262189327,15.64767183,0.04154846,17.60118662,0.335152319,0.754677928,0.023073988,0.729057326,1997.51585,3.476309557,0.000136986,"[5.8114935443962485, 5.8114935443962485, 2.758046672204367]",0.001458995,0.335152319,1992.739112,3.11130766,0.000448961,0.251579242,2002.041965,2.729126724,0.000136986,0.023073988,1997.51585,3.476309557,0.945062332,2010.345922,0.853198135,1995.795716,0,0.001458995,0.438303526,1992.739112,3.11130766,0.000448961,0.251579242,2002.041965,2.729126724,0.000136986,0.729057326,1997.51585,3.476309557,0.335152319,0.023073988
130,0.950024946,2010.45566,0.00232876,0.436804177,0.001550278,1993.047639,2.789183776,0.21899174,2000.955173,2.623245584,0.000447939,0.843748362,1996.371354,0.001454155,1982.460758,0.321016776,16.58051773,0.04,17.66684857,0.302501329,0.740779385,0.110719743,0.714887184,1996.904546,2.894986847,0.000136986,"[4.927617203041643, 4.927617203041643, 2.8030583380719705]",0.001550278,0.302501329,1993.047639,2.789183776,0.000447939,0.21899174,2000.955173,2.623245584,0.000136986,0.110719743,1996.904546,2.894986847,0.950024946,2010.45566,0.843748362,1996.371354,0.001454155,0.001550278,0.436804177,1993.047639,2.789183776,0.000447939,0.21899174,2000.955173,2.623245584,0.000136986,0.714887184,1996.904546,2.894986847,0.302501329,0.110719743
131,0.953058511,2010.352458,0.002317618,0.422737214,0.001369516,1992.02194,2.940301191,0.223021169,2002.283786,2.21774672,0.000461241,0.781090636,1995.91752,0.015422525,1982.63851,0.306013824,16.20931306,0.04,17.67923645,0.346736181,0.743038113,0.064321898,0.724882856,1996.41981,3.05084918,0.000136986,"[5.0123855610820875, 5.0123855610820875, 2.8441927725536096]",0.001369516,0.346736181,1992.02194,2.940301191,0.000461241,0.223021169,2002.283786,2.21774672,0.000136986,0.064321898,1996.41981,3.05084918,0.953058511,2010.352458,0.781090636,1995.91752,0.015422525,0.001369516,0.422737214,1992.02194,2.940301191,0.000461241,0.223021169,2002.283786,2.21774672,0.000136986,0.724882856,1996.41981,3.05084918,0.346736181,0.064321898
132,0.94742276,2010.443131,0.00235,0.441354414,0.001347346,1992.866656,3.089945082,0.199661709,2001.892596,2.405401934,0.000492997,0.865563924,1994.781901,0.053022758,1982.470124,0.309364808,16.6002853,0.04,17.86698667,0.290163241,0.748342918,0.093697416,0.709274622,1997.575319,3.057117006,0.000171372,"[5.38775479057282, 5.38775479057282, 3.027914348269815]",0.001347346,0.290163241,1992.866656,3.089945082,0.000492997,0.199661709,2001.892596,2.405401934,0.000171372,0.093697416,1997.575319,3.057117006,0.94742276,2010.443131,0.865563924,1994.781901,0.053022758,0.001347346,0.441354414,1992.866656,3.089945082,0.000492997,0.199661709,2001.892596,2.405401934,0.000171372,0.709274622,1997.575319,3.057117006,0.290163241,0.093697416
133,0.952867188,2010.322094,0.00235,0.42209987,0.001664119,1992.657771,2.985130828,0.201100517,2001.670924,2.506935496,0.000540138,0.814575433,1995.741342,0,1983.682159,0.323268672,15.87205643,0.041491651,17.23731592,0.292291663,0.743800908,0.091448144,0.731404429,1996.376483,3.051196904,0.000136986,"[5.09943642591995, 5.09943642591995, 2.707667414879379]",0.001664119,0.292291663,1992.657771,2.985130828,0.000540138,0.201100517,2001.670924,2.506935496,0.000136986,0.091448144,1996.376483,3.051196904,0.952867188,2010.322094,0.814575433,1995.741342,0,0.001664119,0.42209987,1992.657771,2.985130828,0.000540138,0.201100517,2001.670924,2.506935496,0.000136986,0.731404429,1996.376483,3.051196904,0.292291663,0.091448144
134,0.95543845,2011,0.002342973,0.414678958,0.001184301,1993.985864,2.953748793,0.209185935,2003.19679,2.355341894,0.000425468,0.830528637,1995.144806,0.044954497,1983.295549,0.359132434,16.0056562,0.04,17.17026904,0.328890891,0.72859258,0.103199243,0.657023197,1996.530045,2.999195503,0.000136986,"[5.307297489518578, 5.307297489518578, 3.13436420523384]",0.001184301,0.328890891,1993.985864,2.953748793,0.000425468,0.209185935,2003.19679,2.355341894,0.000136986,0.103199243,1996.530045,2.999195503,0.95543845,2011,0.830528637,1995.144806,0.044954497,0.001184301,0.414678958,1993.985864,2.953748793,0.000425468,0.209185935,2003.19679,2.355341894,0.000136986,0.657023197,1996.530045,2.999195503,0.328890891,0.103199243
135,0.952272606,2010.67988,0.002329444,0.420953516,0.001528969,1992.525789,3.012496834,0.215846177,2001.854496,2.418434048,0.000457182,0.80620739,1995.744056,0.007256419,1982.552924,0.309592429,16.30228293,0.042494848,17.49452131,0.339119744,0.730405439,0.100701789,0.702405763,1996.680484,3.003583202,0.000136986,"[4.893776180388327, 4.893776180388327, 2.8578813469186026]",0.001528969,0.339119744,1992.525789,3.012496834,0.000457182,0.215846177,2001.854496,2.418434048,0.000136986,0.100701789,1996.680484,3.003583202,0.952272606,2010.67988,0.80620739,1995.744056,0.007256419,0.001528969,0.420953516,1992.525789,3.012496834,0.000457182,0.215846177,2001.854496,2.418434048,0.000136986,0.702405763,1996.680484,3.003583202,0.339119744,0.100701789
136,0.946378546,2010.224342,0.00235,0.441822223,0.001573518,1992.39672,2.885585418,0.21975052,2001.294181,2.23328438,0.000556186,0.880371407,1997.373566,0,1983.212076,0.311344092,15.70627605,0.073601029,18.11290858,0.394847605,0.71057644,0.063029034,0.570834286,1997.435657,3.367339001,0.000136986,"[5.466271849415133, 5.466271849415133, 3.0299395831503406]",0.001573518,0.394847605,1992.39672,2.885585418,0.000556186,0.21975052,2001.294181,2.23328438,0.000136986,0.063029034,1997.435657,3.367339001,0.946378546,2010.224342,0.880371407,1997.373566,0,0.001573518,0.441822223,1992.39672,2.885585418,0.000556186,0.21975052,2001.294181,2.23328438,0.000136986,0.570834286,1997.435657,3.367339001,0.394847605,0.063029034
137,0.940441809,2011,0.002314433,0.38350916,0.001250649,1990.898174,2.823501886,0.226834066,2002.088567,2.201897264,0.000371354,0.809146222,1999.180917,0,1983.065651,0.278725534,16.03890469,0.048823811,17.6683146,0.289966185,0.699486441,0.11965633,0.676487108,1995.330956,3.077448751,0.000136986,"[5.561521497902424, 5.561521497902424, 2.5114590911711128]",0.001250649,0.289966185,1990.898174,2.823501886,0.000371354,0.226834066,2002.088567,2.201897264,0.000136986,0.11965633,1995.330956,3.077448751,0.940441809,2011,0.809146222,1999.180917,0,0.001250649,0.38350916,1990.898174,2.823501886,0.000371354,0.226834066,2002.088567,2.201897264,0.000136986,0.676487108,1995.330956,3.077448751,0.289966185,0.11965633
138,0.941154217,2010.423705,0.00235,0.438159983,0.001177527,1992.055508,2.875506063,0.264109701,2001.474977,2.43398724,0.00044673,0.861796771,1993.345822,0,1981.889218,0.271570681,16.71483313,0.04,17.30929758,0.281470757,0.761933453,0.062150013,0.7237222,1996.011147,3.143041544,0.000136986,"[4.988435259070181, 4.988435259070181, 2.9252789693794132]",0.001177527,0.281470757,1992.055508,2.875506063,0.00044673,0.264109701,2001.474977,2.43398724,0.000136986,0.062150013,1996.011147,3.143041544,0.941154217,2010.423705,0.861796771,1993.345822,0,0.001177527,0.438159983,1992.055508,2.875506063,0.00044673,0.264109701,2001.474977,2.43398724,0.000136986,0.7237222,1996.011147,3.143041544,0.281470757,0.062150013
139,0.938777016,2010.505131,0.002345343,0.438065694,0.001500529,1992.822559,2.953753329,0.235964567,2000.964405,2.140315327,0.000433396,0.785543198,1993.996421,0,1982.639571,0.293685846,16.09552376,0.073082024,18.41157599,0.363317774,0.727346856,0.091084739,0.689056014,1996.110291,2.621166865,0.000136986,"[4.732157273684056, 4.732157273684056, 3.1645977005362824]",0.001500529,0.363317774,1992.822559,2.953753329,0.000433396,0.235964567,2000.964405,2.140315327,0.000136986,0.091084739,1996.110291,2.621166865,0.938777016,2010.505131,0.785543198,1993.996421,0,0.001500529,0.438065694,1992.822559,2.953753329,0.000433396,0.235964567,2000.964405,2.140315327,0.000136986,0.689056014,1996.110291,2.621166865,0.363317774,0.091084739
140,0.948430759,2010.821239,0.00231279,0.443359644,0.001652323,1992.339025,3.080274976,0.19394209,2002.161595,2.477926523,0.000509809,0.773948689,1996.395911,0,1982.985968,0.276810568,16.37429114,0.048936738,17.62483297,0.278160196,0.749520724,0.102300849,0.704982101,1996.035469,2.984528912,0.000136986,"[5.10531910870287, 5.10531910870287, 2.815837860127436]",0.001652323,0.278160196,1992.339025,3.080274976,0.000509809,0.19394209,2002.161595,2.477926523,0.000136986,0.102300849,1996.035469,2.984528912,0.948430759,2010.821239,0.773948689,1996.395911,0,0.001652323,0.443359644,1992.339025,3.080274976,0.000509809,0.19394209,2002.161595,2.477926523,0.000136986,0.704982101,1996.035469,2.984528912,0.278160196,0.102300849
141,0.951291553,2010.580178,0.002337589,0.425582595,0.001446986,1992.184076,3.111620629,0.211399604,2001.758726,2.482206001,0.00045322,0.82318601,1996.109447,0.045040661,1982.964778,0.297817535,16.29350635,0.04,17.4178408,0.33204925,0.728896884,0.103009548,0.708355479,1996.510338,3.074750342,0.000136986,"[4.819784065059633, 4.819784065059633, 2.7888843536531462]",0.001446986,0.33204925,1992.184076,3.111620629,0.00045322,0.211399604,2001.758726,2.482206001,0.000136986,0.103009548,1996.510338,3.074750342,0.951291553,2010.580178,0.82318601,1996.109447,0.045040661,0.001446986,0.425582595,1992.184076,3.111620629,0.00045322,0.211399604,2001.758726,2.482206001,0.000136986,0.708355479,1996.510338,3.074750342,0.33204925,0.103009548
142,0.949859895,2010.645862,0.002308919,0.43039216,0.001472661,1992.409981,3.076423408,0.209321447,2001.812626,2.238877396,0.000444448,0.799142025,1994.4305,0.013042191,1982.292952,0.315958402,16.09719796,0.04,17.49505655,0.332730767,0.742476445,0.1280228,0.69872624,1995.877413,3.034421639,0.000166517,"[4.807081647235682, 4.807081647235682, 3.017844210359822]",0.001472661,0.332730767,1992.409981,3.076423408,0.000444448,0.209321447,2001.812626,2.238877396,0.000166517,0.1280228,1995.877413,3.034421639,0.949859895,2010.645862,0.799142025,1994.4305,0.013042191,0.001472661,0.43039216,1992.409981,3.076423408,0.000444448,0.209321447,2001.812626,2.238877396,0.000166517,0.69872624,1995.877413,3.034421639,0.332730767,0.1280228
143,0.948124039,2010.684,0.002322812,0.408352925,0.001606349,1992.12205,3.062815733,0.23764594,2002.20203,2.140934698,0.000461719,0.771995732,1995.495772,0.005983393,1982.491252,0.286221336,16.33598079,0.050731851,17.6407263,0.365930033,0.743428503,0.090227259,0.709808169,1996.92722,2.884202462,0.000136986,"[4.7805313508514935, 4.7805313508514935, 2.8262665028454315]",0.001606349,0.365930033,1992.12205,3.062815733,0.000461719,0.23764594,2002.20203,2.140934698,0.000136986,0.090227259,1996.92722,2.884202462,0.948124039,2010.684,0.771995732,1995.495772,0.005983393,0.001606349,0.408352925,1992.12205,3.062815733,0.000461719,0.23764594,2002.20203,2.140934698,0.000136986,0.709808169,1996.92722,2.884202462,0.365930033,0.090227259
144,0.954175543,2010.667498,0.002321599,0.4284415,0.001763073,1991.564956,2.935731128,0.207015507,2002.234889,2.592497023,0.000551152,0.815417365,1995.414149,0,1982.592421,0.328069704,16.33482078,0.04,17.6319517,0.321225775,0.726168455,0.104329352,0.690786327,1994.370853,2.98162594,0.000136986,"[5.155876261039728, 5.155876261039728, 3.2529672162447243]",0.001763073,0.321225775,1991.564956,2.935731128,0.000551152,0.207015507,2002.234889,2.592497023,0.000136986,0.104329352,1994.370853,2.98162594,0.954175543,2010.667498,0.815417365,1995.414149,0,0.001763073,0.4284415,1991.564956,2.935731128,0.000551152,0.207015507,2002.234889,2.592497023,0.000136986,0.690786327,1994.370853,2.98162594,0.321225775,0.104329352
145,0.947893841,2011,0.002312667,0.380038388,0.001543995,1992.713029,2.988892478,0.232233582,2001.64571,2.279422249,0.000467362,0.83559168,1994.754157,0.078764159,1983.239387,0.276174046,16.4549539,0.04,17.45632168,0.323355278,0.70236552,0.076706806,0.736488985,1996.195242,2.67861029,0.000136986,"[5.501258477025404, 5.501258477025404, 2.664588206307316]",0.001543995,0.323355278,1992.713029,2.988892478,0.000467362,0.232233582,2001.64571,2.279422249,0.000136986,0.076706806,1996.195242,2.67861029,0.947893841,2011,0.83559168,1994.754157,0.078764159,0.001543995,0.380038388,1992.713029,2.988892478,0.000467362,0.232233582,2001.64571,2.279422249,0.000136986,0.736488985,1996.195242,2.67861029,0.323355278,0.076706806
146,0.947710218,2010.061476,0.00234287,0.420831314,0.00159038,1992.082497,2.697205118,0.215369729,2002.100909,2.2118375,0.00049801,0.860208937,1994.062641,0,1982.828598,0.263513339,16.04918857,0.04,17.74073851,0.439036995,0.720920258,0.110173413,0.732567474,1995.772651,3.159326771,0.000168322,"[4.796611541200795, 4.796611541200795, 2.628399551723339]",0.00159038,0.439036995,1992.082497,2.697205118,0.00049801,0.215369729,2002.100909,2.2118375,0.000168322,0.110173413,1995.772651,3.159326771,0.947710218,2010.061476,0.860208937,1994.062641,0,0.00159038,0.420831314,1992.082497,2.697205118,0.00049801,0.215369729,2002.100909,2.2118375,0.000168322,0.732567474,1995.772651,3.159326771,0.439036995,0.110173413
147,0.954837707,2010.919442,0.00235,0.405197805,0.001571802,1992.516437,3.062361372,0.212000681,2002.418196,2.352535794,0.000568398,0.787559194,1994.624492,0.055915426,1982.180248,0.310559077,16.33019281,0.05388672,17.44275293,0.360286469,0.746746262,0.10551958,0.676719385,1996.936171,2.813791245,0.000136986,"[4.901339576152175, 4.901339576152175, 2.9139635243021553]",0.001571802,0.360286469,1992.516437,3.062361372,0.000568398,0.212000681,2002.418196,2.352535794,0.000136986,0.10551958,1996.936171,2.813791245,0.954837707,2010.919442,0.787559194,1994.624492,0.055915426,0.001571802,0.405197805,1992.516437,3.062361372,0.000568398,0.212000681,2002.418196,2.352535794,0.000136986,0.676719385,1996.936171,2.813791245,0.360286469,0.10551958
148,0.956902578,2010.57933,0.00235,0.416898208,0.001563829,1992.674724,3.158539163,0.189802609,2001.828947,2.497617746,0.000524045,0.80947081,1996.186931,0.008912498,1983.299345,0.307088934,16.38340899,0.045954128,17.52532292,0.340314977,0.750527155,0.114964992,0.688446495,1996.419479,2.852982399,0.000174509,"[4.5817656172033425, 4.5817656172033425, 2.8108595292354353]",0.001563829,0.340314977,1992.674724,3.158539163,0.000524045,0.189802609,2001.828947,2.497617746,0.000174509,0.114964992,1996.419479,2.852982399,0.956902578,2010.57933,0.80947081,1996.186931,0.008912498,0.001563829,0.416898208,1992.674724,3.158539163,0.000524045,0.189802609,2001.828947,2.497617746,0.000174509,0.688446495,1996.419479,2.852982399,0.340314977,0.114964992
149,0.949219336,2010.821427,0.00235,0.43618763,0.001118478,1994.155119,2.971512525,0.195145276,2001.704131,1.797120496,0.000613411,0.813769572,1996.003846,0,1983.981121,0.311584287,16.30821337,0.04204287,17.83034803,0.305841829,0.694526193,0.117126817,0.737770513,1995.948454,3.175135309,0.000136986,"[5.322951799224199, 5.322951799224199, 2.535469872977105]",0.001118478,0.305841829,1994.155119,2.971512525,0.000613411,0.195145276,2001.704131,1.797120496,0.000136986,0.117126817,1995.948454,3.175135309,0.949219336,2010.821427,0.813769572,1996.003846,0,0.001118478,0.43618763,1994.155119,2.971512525,0.000613411,0.195145276,2001.704131,1.797120496,0.000136986,0.737770513,1995.948454,3.175135309,0.305841829,0.117126817
150,0.957324585,2011,0.00232593,0.427181615,0.001125418,1992.58496,3.529952889,0.207821001,2002.3034,2.299256652,0.000492909,0.779344393,1997.734092,0,1982.883781,0.290194052,16.78958028,0.042318915,17.5376451,0.365436818,0.708721392,0.11237325,0.632242533,1996.39359,2.559526319,0.0001837,"[5.6111264173291096, 5.6111264173291096, 3.1288880986240453]",0.001125418,0.365436818,1992.58496,3.529952889,0.000492909,0.207821001,2002.3034,2.299256652,0.0001837,0.11237325,1996.39359,2.559526319,0.957324585,2011,0.779344393,1997.734092,0,0.001125418,0.427181615,1992.58496,3.529952889,0.000492909,0.207821001,2002.3034,2.299256652,0.0001837,0.632242533,1996.39359,2.559526319,0.365436818,0.11237325
151,0.951566622,2009.395645,0.00235,0.434341079,0.001397541,1990.802824,2.975556024,0.179183791,2002.817662,2.137578546,0.000529321,0.884714199,1992.949758,0,1982.635987,0.266727985,16.09033925,0.052052173,17.33379258,0.357574551,0.72678077,0.194832672,0.646866468,1998.329286,2.488654732,0.000136986,"[4.997909132263578, 4.997909132263578, 3.002945055417837]",0.001397541,0.357574551,1990.802824,2.975556024,0.000529321,0.179183791,2002.817662,2.137578546,0.000136986,0.194832672,1998.329286,2.488654732,0.951566622,2009.395645,0.884714199,1992.949758,0,0.001397541,0.434341079,1990.802824,2.975556024,0.000529321,0.179183791,2002.817662,2.137578546,0.000136986,0.646866468,1998.329286,2.488654732,0.357574551,0.194832672
152,0.951020902,2010.984831,0.002339947,0.423093465,0.001328773,1993.26139,3.02513932,0.205293469,2001.851245,2.242162878,0.000491125,0.808788268,1995.148971,0.024424989,1982.634738,0.301700267,16.62207598,0.053059354,17.41389093,0.329944783,0.704702064,0.109922836,0.682643641,1994.969813,3.11289515,0.000136986,"[4.98224409216666, 4.98224409216666, 3.111450476627552]",0.001328773,0.329944783,1993.26139,3.02513932,0.000491125,0.205293469,2001.851245,2.242162878,0.000136986,0.109922836,1994.969813,3.11289515,0.951020902,2010.984831,0.808788268,1995.148971,0.024424989,0.001328773,0.423093465,1993.26139,3.02513932,0.000491125,0.205293469,2001.851245,2.242162878,0.000136986,0.682643641,1994.969813,3.11289515,0.329944783,0.109922836
153,0.949309645,2010.447118,0.00235,0.424115569,0.001204368,1992.891838,3.070693455,0.269403678,2001.477263,2.668064688,0.000437024,0.777791194,1996.062255,0.070251441,1981.985936,0.341120551,16.1227315,0.085867989,17.40912297,0.280857647,0.789993732,0.097232954,0.63909117,1996.342333,2.977410029,0.000136986,"[4.7207931115820845, 4.7207931115820845, 3.134791130824791]",0.001204368,0.280857647,1992.891838,3.070693455,0.000437024,0.269403678,2001.477263,2.668064688,0.000136986,0.097232954,1996.342333,2.977410029,0.949309645,2010.447118,0.777791194,1996.062255,0.070251441,0.001204368,0.424115569,1992.891838,3.070693455,0.000437024,0.269403678,2001.477263,2.668064688,0.000136986,0.63909117,1996.342333,2.977410029,0.280857647,0.097232954
154,0.949915639,2010.361183,0.002333235,0.454037463,0.001486765,1992.776563,3.107386096,0.227797542,2002.373091,2.465005561,0.000529435,0.799815306,1995.968527,0.018758556,1982.684155,0.293193109,16.39500394,0.050225674,17.38142558,0.327355472,0.737361118,0.110935462,0.708108539,1996.613704,2.876354575,0.000136986,"[5.064771191235772, 5.064771191235772, 2.8994514598033745]",0.001486765,0.327355472,1992.776563,3.107386096,0.000529435,0.227797542,2002.373091,2.465005561,0.000136986,0.110935462,1996.613704,2.876354575,0.949915639,2010.361183,0.799815306,1995.968527,0.018758556,0.001486765,0.454037463,1992.776563,3.107386096,0.000529435,0.227797542,2002.373091,2.465005561,0.000136986,0.708108539,1996.613704,2.876354575,0.327355472,0.110935462
155,0.953226726,2010.553614,0.002339805,0.430280372,0.001587583,1992.344444,3.052107188,0.224029384,2001.517112,2.297779885,0.000467905,0.817166155,1997.015486,0.039333948,1982.312908,0.32760631,16.4241753,0.04,17.49921209,0.337713145,0.747792694,0.115719758,0.688216388,1996.688646,3.219368617,0.000136986,"[4.923505743629531, 4.923505743629531, 2.9278500116210613]",0.001587583,0.337713145,1992.344444,3.052107188,0.000467905,0.224029384,2001.517112,2.297779885,0.000136986,0.115719758,1996.688646,3.219368617,0.953226726,2010.553614,0.817166155,1997.015486,0.039333948,0.001587583,0.430280372,1992.344444,3.052107188,0.000467905,0.224029384,2001.517112,2.297779885,0.000136986,0.688216388,1996.688646,3.219368617,0.337713145,0.115719758
156,0.9478428,2011,0.002316002,0.418940334,0.001607646,1992.825144,3.03718177,0.178042334,2001.625319,2.562211727,0.000498827,0.766677584,1995.8538,0,1983.551786,0.314697196,15.88854125,0.04,17.76404163,0.391965077,0.748138485,0.085122567,0.636084433,1994.899254,2.987464554,0.000136986,"[4.2759517661083, 4.2759517661083, 3.0113971158982737]",0.001607646,0.391965077,1992.825144,3.03718177,0.000498827,0.178042334,2001.625319,2.562211727,0.000136986,0.085122567,1994.899254,2.987464554,0.9478428,2011,0.766677584,1995.8538,0,0.001607646,0.418940334,1992.825144,3.03718177,0.000498827,0.178042334,2001.625319,2.562211727,0.000136986,0.636084433,1994.899254,2.987464554,0.391965077,0.085122567
